id	Protein IDs	Majority Protein IDs	Protein Descriptions	Proteins	Peptides	Razor + unique Peptides	Unique Peptides	Peptides run01	Peptides run02	Peptides run03	Peptides run04	Peptides run05	Peptides run06	Razor + unique Peptides run01	Razor + unique Peptides run02	Razor + unique Peptides run03	Razor + unique Peptides run04	Razor + unique Peptides run05	Razor + unique Peptides run06	Unique Peptides run01	Unique Peptides run02	Unique Peptides run03	Unique Peptides run04	Unique Peptides run05	Unique Peptides run06	Sequence Coverage [%]	Mol. Weight [kDa]	Sequence Length	PEP	Sequence Coverage run01 [%]	Sequence Coverage run02 [%]	Sequence Coverage run03 [%]	Sequence Coverage run04 [%]	Sequence Coverage run05 [%]	Sequence Coverage run06 [%]	Intensity	Intensity run01	Intensity run02	Intensity run03	Intensity run04	Intensity run05	Intensity run06
2503	YKL179C	YKL179C	>YKL179C COY1 SGDID:S000001662, Chr XI from 112503-110464, reverse complement, Verified ORF, Golgi membrane protein with similarity to mammalian CASP; genetic interactions with GOS1 (encoding a Golgi snare protein) suggest a role in Golgi function	1	24	24	24	19	20	20	21	20	19	19	20	20	21	20	19	19	20	20	21	20	19	37.1	77.513	679	3.76E-280	30.5	29.9	30.6	33.1	32.1	29.3	21886000000	1962400000	3301100000	3382800000	1986600000	4778200000	6474500000
2504	YKL181W	YKL181W	>YKL181W PRS1 SGDID:S000001664, Chr XI from 107316-108599, Verified ORF, 5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which ar	1	9	9	9	9	8	8	9	9	9	9	8	8	9	9	9	9	8	8	9	9	9	32.1	47.047	427	0	32.1	30.4	30.4	32.1	32.1	32.1	38560000000	5002000000	5937800000	7004800000	5314100000	6465600000	8835900000
2505	YKL182W	YKL182W	>YKL182W FAS1 SGDID:S000001665, Chr XI from 100671-106826, Verified ORF, Beta subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase, dehydratase, enoyl reductase, malonyl transacyl	1	76	76	76	71	74	73	74	70	70	71	74	73	74	70	70	71	74	73	74	70	70	49.6	228.69	2051	0	47.1	48.4	48	47.9	45.9	45.1	4.5056E+11	64047000000	83324000000	74695000000	66989000000	75740000000	85765000000
2506	YKL183W	YKL183W	>YKL183W LOT5 SGDID:S000001666, Chr XI from 98721-99641, Verified ORF, Protein of unknown function; gene expression increases in cultures shifted to a lower temperature	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	4.2	34.326	306	5.55E-21	4.2	4.2	4.2	0	4.2	4.2	170790000	59241000	41660000	69889000	NA	NA	NA
2507	YKL184W;YNL128W	YKL184W	>YKL184W SPE1 SGDID:S000001667, Chr XI from 96757-98157, Verified ORF, Ornithine decarboxylase, catalyzes the first step in polyamine biosynthesis; degraded in a proteasome-dependent manner in the presence of excess polyamines; deletion decreases lifespan	2	13	13	13	11	10	10	13	10	12	11	10	10	13	10	12	11	10	10	13	10	12	37.8	52.285	466	1.54E-144	31.1	29.8	29.8	37.8	28.8	32.8	10636000000	1738000000	1339500000	2157900000	1799700000	1822500000	1777900000
2508	YKL186C	YKL186C	>YKL186C MTR2 SGDID:S000001669, Chr XI from 93298-92744, reverse complement, Verified ORF, mRNA transport regulator, essential nuclear protein; Mex67p and Mtr2p form a mRNA export complex which binds to RNA	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	20.783	184	1.52E-16	12	12	12	12	12	12	2787700000	210110000	481360000	391790000	398830000	627780000	677850000
2509	YKL189W	YKL189W	>YKL189W HYM1 SGDID:S000001672, Chr XI from 84704-85903, Verified ORF, Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with Kic1p and Sog2p, localizes to sites of polarized grow	1	8	8	8	7	6	6	6	6	5	7	6	6	6	6	5	7	6	6	6	6	5	17.8	45.853	399	1.50E-17	15	14.8	13.5	12.8	12.8	11.3	1632800000	207450000	303140000	375890000	231570000	286290000	228440000
2510	YKL190W	YKL190W	>YKL190W CNB1 SGDID:S000001673, Chr XI from 82947-82998,83075-83550, Verified ORF, Calcineurin B; the regulatory subunit of calcineurin, a Ca++/calmodulin-regulated type 2B protein phosphatase which regulates Crz1p (a stress-response transcription factor)	1	4	4	4	3	4	4	3	2	4	3	4	4	3	2	4	3	4	4	3	2	4	27.4	19.639	175	1.46E-56	21.7	27.4	27.4	21.7	18.3	27.4	6289700000	745070000	1334200000	1410100000	374500000	691100000	1734800000
2511	YKL191W	YKL191W	>YKL191W DPH2 SGDID:S000001674, Chr XI from 81035-82639, Verified ORF, Protein required, along with Dph1p, Kti11p, Jjj3p, and Dph5p, for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); m	1	8	8	8	6	8	6	4	7	7	6	8	6	4	7	7	6	8	6	4	7	7	19.9	59.775	534	5.22E-70	14.6	19.9	14.6	11	18	16.9	2392700000	340350000	828870000	317260000	112640000	415970000	377590000
2512	YKL192C	YKL192C	>YKL192C ACP1 SGDID:S000001675, Chr XI from 80537-80160, reverse complement, Verified ORF, Mitochondrial matrix acyl carrier protein, involved in biosynthesis of octanoate, which is a precursor to lipoic acid; activated by phosphopantetheinylation catalyz	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	41.6	13.943	125	1.57E-66	41.6	41.6	41.6	41.6	41.6	41.6	14471000000	1852900000	2635500000	1876000000	1788400000	2391200000	3926700000
2513	YKL193C	YKL193C	>YKL193C SDS22 SGDID:S000001676, Chr XI from 79882-78866, reverse complement, Verified ORF, Conserved nuclear regulatory subunit of Glc7p type 1 protein serine-threonine phosphatase (PP1), functions positively with Glc7p to promote dephosphorylation of nu	1	12	12	12	12	10	12	10	10	9	12	10	12	10	10	9	12	10	12	10	10	9	36.1	38.887	338	1.15E-46	36.1	27.2	36.1	26.6	27.8	23.7	13648000000	2088100000	2140900000	3062300000	1433500000	3073900000	1849200000
2514	YKL194C	YKL194C	>YKL194C MST1 SGDID:S000001677, Chr XI from 78646-77258, reverse complement, Verified ORF, Mitochondrial threonyl-tRNA synthetase	1	16	16	16	14	12	13	11	13	15	14	12	13	11	13	15	14	12	13	11	13	15	38.7	54.091	462	5.78E-69	31.6	27.5	29.7	25.5	31.8	35.9	5866700000	854460000	941910000	658790000	785930000	1306900000	1318700000
2515	YKL195W	YKL195W	>YKL195W MIA40 SGDID:S000001678, Chr XI from 75821-77032, Verified ORF, Essential protein of the mitochondrial intermembrane space (IMS); promotes retention of newly imported proteins; may do so by stabilizing client protein folding as part of a disulfide	1	17	17	17	17	16	17	17	15	15	17	16	17	17	15	15	17	16	17	17	15	15	59.1	44.536	403	0	59.1	53.3	59.1	59.1	45.2	42.9	19480000000	2486400000	2859200000	3005200000	2877500000	2738700000	5513500000
2516	YKL196C	YKL196C	>YKL196C YKT6 SGDID:S000001679, Chr XI from 75534-74932, reverse complement, Verified ORF, Vesicle membrane protein (v-SNARE) with acyltransferase activity; involved in trafficking to and within the Golgi, endocytic trafficking to the vacuole, and vacuola	1	10	10	10	9	9	10	10	9	10	9	9	10	10	9	10	9	9	10	10	9	10	51	22.707	200	3.61E-115	46.5	47	51	51	47	51	35145000000	4095200000	4675800000	6048600000	4729500000	5663600000	9932000000
2517	YKL197C	YKL197C	>YKL197C PEX1 SGDID:S000001680, Chr XI from 73865-70734, reverse complement, Verified ORF, AAA-peroxin that heterodimerizes with AAA-peroxin Pex6p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the 	1	9	8	8	4	5	8	8	5	5	3	4	7	7	4	4	3	4	7	7	4	4	8.2	117.27	1043	3.18E-13	3.1	4.2	7.1	6.8	4.1	4.3	2536300000	87608000	87590000	887070000	635560000	743860000	94637000
2518	YKL198C	YKL198C	>YKL198C PTK1 SGDID:S000001681, Chr XI from 70220-68232, reverse complement, Verified ORF, Putative serine/threonine protein kinase that regulates spermine uptake; involved in polyamine transport; possible mitochondrial protein	1	4	3	3	3	2	3	4	2	2	2	2	2	3	1	1	2	2	2	3	1	1	5.4	73.502	662	1.28E-10	4.5	3.6	4.5	5.4	2.9	2.9	580550000	68221000	92987000	94456000	102550000	98939000	123390000
2519	YKL201C	YKL201C	>YKL201C MNN4 SGDID:S000001684, Chr XI from 67466-63930, reverse complement, Verified ORF, Putative positive regulator of mannosylphosphate transferase (Mnn6p), involved in mannosylphosphorylation of N-linked oligosaccharides; expression increases in late	1	6	6	6	5	2	2	5	1	2	5	2	2	5	1	2	5	2	2	5	1	2	5	139.38	1178	5.94E-09	4.2	2.2	2	4.4	0.8	2	331050000	96915000	21937000	44274000	77752000	29021000	61146000
2520	YKL203C	YKL203C	>YKL203C TOR2 SGDID:S000001686, Chr XI from 63359-55935, reverse complement, Verified ORF, PIK-related protein kinase and rapamycin target; subunit of TORC1, a complex that regulates growth in response to nutrients and TORC2, a complex that regulates cell	1	15	13	13	13	8	9	9	11	10	11	7	8	7	10	9	11	7	8	7	10	9	6.4	281.56	2474	3.61E-25	5.4	3.6	3.8	3.5	4.4	4	1339500000	251590000	115970000	228470000	180250000	304720000	258520000
2521	YKL204W	YKL204W	>YKL204W EAP1 SGDID:S000001687, Chr XI from 53704-55602, Verified ORF, eIF4E-associated protein, competes with eIF4G for binding to eIF4E; inhibits cap-dependent translation; functions independently of eIF4E to maintain genetic stability; plays a role in 	1	16	16	16	13	14	14	15	15	15	13	14	14	15	15	15	13	14	14	15	15	15	38.8	69.761	632	0	29.4	31.5	32.4	36.7	36.1	36.1	10408000000	1168900000	2053200000	1278500000	1650300000	1889000000	2367900000
2522	YKL205W	YKL205W	>YKL205W LOS1 SGDID:S000001688, Chr XI from 50051-53353, Verified ORF, Nuclear pore protein involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm	1	19	19	19	17	17	17	18	18	12	17	17	17	18	18	12	17	17	17	18	18	12	20.2	126.82	1100	3.30E-124	17.6	16.4	17.3	18.2	19.6	12.1	20321000000	2794000000	3751400000	3431800000	2170900000	3425200000	4747400000
2523	YKL206C	YKL206C	>YKL206C ADD66 SGDID:S000001689, Chr XI from 49809-49006, reverse complement, Verified ORF, Protein involved in 20S proteasome assembly; forms a heterodimer with Pba1p that binds to proteasome precursors; similar to human PAC2 constituent of the PAC1-PAC2	1	4	4	4	3	3	3	3	1	1	3	3	3	3	1	1	3	3	3	3	1	1	17.6	30.739	267	4.69E-24	15.4	15.4	15.4	9.7	3.4	3.4	2335500000	353960000	548850000	551530000	144420000	417230000	319500000
2524	YKL207W	YKL207W	>YKL207W AIM27 SGDID:S000001690, Chr XI from 48194-48955, Verified ORF, Member of a transmembrane complex required for efficient folding of proteins in the ER; required for respiratory growth; null mutant displays induction of the unfolded protein respons	1	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	17.8	28.352	253	1.53E-25	17.8	14.6	17.8	17.8	17.8	17.8	5646600000	500220000	815130000	823120000	596260000	1342100000	1569800000
2525	YKL210W	YKL210W	>YKL210W UBA1 SGDID:S000001693, Chr XI from 39163-42237, Verified ORF, Ubiquitin activating enzyme (E1), involved in ubiquitin-mediated protein degradation and essential for viability	1	38	38	38	34	33	33	33	35	35	34	33	33	33	35	35	34	33	33	33	35	35	47.3	114.26	1024	0	44	41.9	39.2	41.3	42.7	43.5	85317000000	10492000000	14887000000	14429000000	10072000000	17651000000	17787000000
2526	YKL211C	YKL211C	>YKL211C TRP3 SGDID:S000001694, Chr XI from 38153-36699, reverse complement, Verified ORF, Bifunctional enzyme exhibiting both indole-3-glycerol-phosphate synthase and anthranilate synthase activities, forms multifunctional hetero-oligomeric anthranilate 	1	18	18	18	18	16	18	17	17	17	18	16	18	17	17	17	18	16	18	17	17	17	50.6	53.489	484	0	50.6	47.7	50.6	49.2	46.9	46.9	53515000000	7493200000	8256000000	7821600000	7106500000	11725000000	11113000000
2527	YKL212W	YKL212W	>YKL212W SAC1 SGDID:S000001695, Chr XI from 34543-36414, Verified ORF, Phosphatidylinositol phosphate (PtdInsP) phosphatase involved in hydrolysis of PtdIns[4]P; transmembrane protein localizes to ER and Golgi; involved in protein trafficking and processi	1	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	34.7	71.124	623	0	34.7	34.7	34.7	34.7	34.7	34.7	42154000000	5648200000	5812200000	6416800000	5055200000	8907300000	10314000000
2528	YKL213C	YKL213C	>YKL213C DOA1 SGDID:S000001696, Chr XI from 34107-31960, reverse complement, Verified ORF, WD repeat protein required for ubiquitin-mediated protein degradation, forms complex with Cdc48p, plays a role in controlling cellular ubiquitin concentration; also	1	21	21	21	18	18	18	18	16	19	18	18	18	18	16	19	18	18	18	18	16	19	34.5	79.505	715	1.28E-137	29.7	31.5	30.8	31.6	29.7	32.3	12428000000	1750700000	2029400000	2156800000	1431700000	2328000000	2730900000
2529	YKL214C	YKL214C	>YKL214C YRA2 SGDID:S000001697, Chr XI from 31693-31082, reverse complement, Verified ORF, Member of the REF (RNA and export factor binding proteins) family; when overexpressed, can substitute for the function of Yra1p in export of poly(A)+ mRNA from the 	1	8	8	8	8	8	8	7	8	7	8	8	8	7	8	7	8	8	8	7	8	7	57.6	23.777	203	4.45E-118	57.6	57.6	57.6	48.3	57.6	52.2	10178000000	1068600000	2110600000	1585700000	1552200000	2059200000	1801300000
2530	YKL215C	YKL215C	>YKL215C OXP1 SGDID:S000001698, Chr XI from 30687-26827, reverse complement, Verified ORF, 5-oxoprolinase; enzyme is ATP-dependent and functions as a dimer; similar to mouse Oplah gene; green fluorescent protein (GFP)-fusion protein localizes to the cytop	1	22	22	22	16	15	19	18	16	18	16	15	19	18	16	18	16	15	19	18	16	18	20.8	140.43	1286	1.75E-126	15.7	16.3	17.8	18.4	16.6	18.1	9289400000	1083400000	1119500000	828930000	1480800000	2054600000	2722200000
2531	YKL216W	YKL216W	>YKL216W URA1 SGDID:S000001699, Chr XI from 25215-26159, Verified ORF, Dihydroorotate dehydrogenase, catalyzes the fourth enzymatic step in the de novo biosynthesis of pyrimidines, converting dihydroorotic acid into orotic acid	1	14	14	14	14	13	14	14	13	14	14	13	14	14	13	14	14	13	14	14	13	14	49.4	34.801	314	0	49.4	47.1	49.4	49.4	47.5	49.4	38278000000	4685800000	6957000000	5855300000	5484900000	6739000000	8556400000
2532	YKL218C	YKL218C	>YKL218C SRY1 SGDID:S000001701, Chr XI from 18339-17359, reverse complement, Verified ORF, 3-hydroxyaspartate dehydratase, deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar	1	7	7	7	6	6	6	6	6	7	6	6	6	6	6	7	6	6	6	6	6	7	32.5	34.899	326	1.88E-70	28.5	29.8	28.5	28.5	28.5	32.5	3933000000	327990000	474320000	544400000	478020000	660620000	1447600000
2533	YKL219W	YKL219W	>YKL219W COS9 SGDID:S000001702, Chr XI from 14485-15708, Verified ORF, Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins	1	5	3	3	3	5	4	4	3	4	2	3	3	3	2	2	2	3	3	3	2	2	11.1	48.544	407	2.48E-30	7.1	11.1	9.6	9.6	7.1	8.6	634090000	79951000	117090000	72462000	93491000	125730000	145370000
2534	YKR001C	YKR001C	>YKR001C VPS1 SGDID:S000001709, Chr XI from 442722-440608, reverse complement, Verified ORF, Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, endocytosis, late Golgi-retention of some proteins, regulatio	1	25	25	25	25	24	22	24	24	24	25	24	22	24	24	24	25	24	22	24	24	24	45	78.736	704	0	45	41.9	39.6	41.9	41.9	41.9	79530000000	10448000000	12228000000	12367000000	9718500000	17002000000	17768000000
2535	YKR002W	YKR002W	>YKR002W PAP1 SGDID:S000001710, Chr XI from 443232-444938, Verified ORF, Poly(A) polymerase, one of three factors required for mRNA 3-end polyadenylation, forms multiprotein complex with polyadenylation factor I (PF I), also required for mRNA nuclear exp	1	14	14	14	11	12	10	12	11	14	11	12	10	12	11	14	11	12	10	12	11	14	32	64.551	568	2.60E-130	24.6	27.8	23.2	29.4	24.5	32	8496700000	1063400000	1544900000	1179900000	1013200000	1282900000	2412400000
2536	YKR003W	YKR003W	>YKR003W OSH6 SGDID:S000001711, Chr XI from 445381-446727, Verified ORF, Member of an oxysterol-binding protein family with overlapping, redundant functions in sterol metabolism and which collectively perform a function essential for viability; GFP-fusion	1	15	15	15	12	13	12	12	11	11	12	13	12	12	11	11	12	13	12	12	11	11	36.8	51.587	448	2.97E-74	31.9	33.5	29.7	31.2	29.5	29.5	20576000000	2115500000	4488900000	3812800000	2927700000	2873700000	4356900000
2537	YKR006C	YKR006C	>YKR006C MRPL13 SGDID:S000001714, Chr XI from 451217-450423, reverse complement, Verified ORF, Mitochondrial ribosomal protein of the large subunit, not essential for mitochondrial translation	1	10	10	10	8	9	8	10	6	9	8	9	8	10	6	9	8	9	8	10	6	9	54.5	30.271	264	4.78E-216	36.7	47.3	36.7	54.5	31.4	43.9	7191700000	838700000	1173100000	1059400000	989260000	836770000	2294400000
2538	YKR007W	YKR007W	>YKR007W MEH1 SGDID:S000001715, Chr XI from 451434-451988, Verified ORF, Component of the EGO complex, which is involved in the regulation of microautophagy, and of the GSE complex, which is required for proper sorting of amino acid permease Gap1p; loss r	1	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	23.4	20.242	184	1.88E-25	23.4	23.4	23.4	14.1	23.4	23.4	1306800000	162890000	295740000	206960000	108650000	284840000	247740000
2539	YKR008W	YKR008W	>YKR008W RSC4 SGDID:S000001716, Chr XI from 452201-454078, Verified ORF, Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin remodeling	1	20	20	20	17	17	19	18	18	20	17	17	19	18	18	20	17	17	19	18	18	20	35.7	72.29	625	3.14E-194	31	32.6	35.7	32.8	33.8	35.7	11814000000	1277300000	2039800000	1984900000	1927200000	2165600000	2419000000
2540	YKR010C	YKR010C	>YKR010C TOF2 SGDID:S000001718, Chr XI from 461239-458924, reverse complement, Verified ORF, Protein required for rDNA silencing and mitotic rDNA condensation; stimulates Cdc14p phosphatase activity and biphasic release to promote rDNA repeat segregation;	1	9	8	8	5	4	5	6	5	6	5	4	4	6	5	6	5	4	4	6	5	6	11.7	86.365	771	3.84E-14	6.9	5.7	6.4	8.2	6.9	7.9	652980000	83282000	82152000	94617000	121270000	99968000	171690000
2541	YKR011C	YKR011C	>YKR011C YKR011C SGDID:S000001719, Chr XI from 462696-461635, reverse complement, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus	1	2	2	2	2	1	1	0	1	0	2	1	1	0	1	0	2	1	1	0	1	0	4.2	41.299	353	0.0046847	4.2	1.7	1.7	0	1.7	0	207200000	52907000	41194000	45013000	NA	68085000	NA
2542	YKR013W	YKR013W	>YKR013W PRY2 SGDID:S000001721, Chr XI from 463959-464948, Verified ORF, Protein of unknown function	1	2	2	2	1	0	1	2	1	1	1	0	1	2	1	1	1	0	1	2	1	1	7.6	33.779	329	1.19E-06	3	0	3	7.6	3	3	176740000	20168000	NA	28914000	44644000	43357000	39659000
2543	YKR014C	YKR014C	>YKR014C YPT52 SGDID:S000001722, Chr XI from 466071-465367, reverse complement, Verified ORF, Rab family GTPase, similar to Ypt51p and Ypt53p and to mammalian rab5; required for vacuolar protein sorting and endocytosis	1	10	10	10	9	8	8	8	7	9	9	8	8	8	7	9	9	8	8	8	7	9	52.6	26.132	234	1.05E-238	46.6	43.6	42.7	44.4	40.6	41.9	19467000000	2086500000	3605800000	2289400000	3799500000	2731900000	4953600000
2544	YKR016W	YKR016W	>YKR016W FCJ1 SGDID:S000001724, Chr XI from 469717-471339, Verified ORF, Mitochondrial inner membrane protein involved in formation and molecular structure of crista junctions; impairs oligomerization of F1F0-ATP synthase; null shows altered mitochondrial	1	16	16	16	14	15	14	14	16	15	14	15	14	14	16	15	14	15	14	14	16	15	47.2	61.081	540	0	40.2	44.1	40.2	41.7	47.2	43.7	21160000000	2892000000	3014300000	4347900000	1294200000	4705800000	4905900000
2545	YKR018C	YKR018C	>YKR018C YKR018C SGDID:S000001726, Chr XI from 475900-473723, reverse complement, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus	1	12	12	12	11	10	8	10	11	10	11	10	8	10	11	10	11	10	8	10	11	10	19	81.753	725	1.82E-60	18.1	16.4	12.4	16.6	16.1	16.1	6290900000	683460000	1140900000	965150000	792260000	1314700000	1394400000
2546	YKR020W	YKR020W	>YKR020W VPS51 SGDID:S000001728, Chr XI from 478338-478832, Verified ORF, Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi; l	1	7	7	7	5	5	5	6	4	5	5	5	5	6	4	5	5	5	5	6	4	5	39.6	18.912	164	1.91E-37	30.5	31.7	30.5	34.1	26.2	31.1	1194200000	123270000	208190000	189550000	212260000	215220000	245730000
2547	YKR021W	YKR021W	>YKR021W ALY1 SGDID:S000001729, Chr XI from 479234-481981, Verified ORF, Protein proposed to regulate the endocytosis of plasma membrane proteins by recruiting the ubiquitin ligase Rsp5p to its target in the plasma membrane; green fluorescent protein (GFP	1	7	7	7	3	3	4	3	5	7	3	3	4	3	5	7	3	3	4	3	5	7	8	102.54	915	2.25E-17	3.9	3.6	5.1	3.8	6.1	8	960320000	53230000	196520000	87491000	91654000	218980000	312460000
2548	YKR023W	YKR023W	>YKR023W YKR023W SGDID:S000001731, Chr XI from 483419-485011, Uncharacterized ORF, Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	1	11	11	11	8	8	7	8	7	8	8	8	7	8	7	8	8	8	7	8	7	8	21.5	60.798	530	2.24E-40	15.3	14.5	13.8	15.7	14.5	15.8	4488000000	555340000	1000900000	655930000	468670000	842950000	964150000
2549	YKR024C	YKR024C	>YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, reverse complement, Verified ORF, Putative ATP-dependent RNA helicase of the DEAD-box family involved in ribosomal biogenesis; essential for growth under anaerobic conditions	1	14	14	14	12	12	11	10	11	12	12	12	11	10	11	12	12	12	11	10	11	12	26.8	83.307	742	2.75E-78	22.9	24.4	20.4	18.9	20.4	24.5	5056400000	629850000	778950000	733540000	739090000	986300000	1188700000
2550	YKR025W	YKR025W	>YKR025W RPC37 SGDID:S000001733, Chr XI from 487770-488618, Verified ORF, RNA polymerase III subunit C37	1	7	7	7	7	7	7	7	6	7	7	7	7	7	6	7	7	7	7	7	6	7	33	32.142	282	1.80E-95	33	33	33	33	27.3	33	4256400000	438100000	900520000	601740000	644290000	685410000	986340000
2551	YKR026C	YKR026C	>YKR026C GCN3 SGDID:S000001734, Chr XI from 489655-488738, reverse complement, Verified ORF, Alpha subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2;	1	6	6	6	6	6	6	6	6	5	6	6	6	6	6	5	6	6	6	6	6	5	24.9	34.025	305	2.41E-156	24.9	24.9	24.9	24.9	24.9	19	10877000000	1110900000	2166600000	1361500000	2314100000	1602600000	2321100000
2552	YKR027W	YKR027W	>YKR027W BCH2 SGDID:S000001735, Chr XI from 491364-493661, Verified ORF, Member of the ChAPs family of proteins (Chs5p-Arf1p-binding proteins: Bch1p, Bch2p, Bud7p, Chs6p), that forms the exomer complex with Chs5p to mediate export of specific cargo protei	1	9	9	9	9	8	7	7	8	7	9	8	7	7	8	7	9	8	7	7	8	7	13.1	88.043	765	1.05E-22	13.1	12	9.8	9.9	11.8	9.8	3240500000	468810000	494620000	472410000	534370000	682340000	587910000
2553	YKR028W	YKR028W	>YKR028W SAP190 SGDID:S000001736, Chr XI from 494257-497358, Verified ORF, Protein that forms a complex with the Sit4p protein phosphatase and is required for its function; member of a family of similar proteins including Sap4p, Sap155p, and Sap185p	1	19	18	17	15	15	15	14	17	15	14	15	15	14	16	15	13	14	14	13	15	14	20.2	117.1	1033	2.51E-100	15.3	15.1	15.5	14.8	18.7	15.9	7224400000	934920000	1002200000	1251800000	875360000	1491100000	1669000000
2554	YKR029C	YKR029C	>YKR029C SET3 SGDID:S000001737, Chr XI from 499833-497578, reverse complement, Verified ORF, Defining member of the SET3 histone deacetylase complex which is a meiosis-specific repressor of sporulation genes; necessary for efficient transcription by RNAPI	1	9	9	9	7	6	6	6	8	7	7	6	6	6	8	7	7	6	6	6	8	7	13.6	85.479	751	4.90E-58	10.7	9.6	9.9	9.9	11.5	10.7	997860000	95712000	135470000	163900000	132690000	152260000	317820000
2555	YKR031C	YKR031C	>YKR031C SPO14 SGDID:S000001739, Chr XI from 506395-501344, reverse complement, Verified ORF, Phospholipase D, catalyzes the hydrolysis of phosphatidylcholine, producing choline and phosphatidic acid; involved in Sec14p-independent secretion; required for	1	8	8	8	5	7	6	5	3	4	5	7	6	5	3	4	5	7	6	5	3	4	5.9	195.2	1683	3.96E-55	3.3	5	4.2	2.8	1.2	3.2	3225400000	511040000	502290000	614010000	497870000	545360000	554810000
2556	YKR035W-A	YKR035W-A	>YKR035W-A DID2 SGDID:S000006435, Chr XI from 507939-508553, Verified ORF, Class E protein of the vacuolar protein-sorting (Vps) pathway; binds Vps4p and directs it to dissociate ESCRT-III complexes; forms a functional and physical complex with Ist1p; hum	1	9	9	9	8	7	7	7	8	8	8	7	7	7	8	8	8	7	7	7	8	8	46.1	23.091	204	5.35E-117	45.6	34.3	37.7	41.7	45.6	45.6	8927700000	1283300000	1358000000	1538300000	856530000	2078900000	1812600000
2557	YKR036C	YKR036C	>YKR036C CAF4 SGDID:S000001744, Chr XI from 510633-508702, reverse complement, Verified ORF, WD40 repeat-containing protein associated with the CCR4-NOT complex, interacts in a Ccr4p-dependent manner with Ssn2p; also interacts with Fis1p, Mdv1p and Dnm1p 	1	8	8	8	6	6	7	8	6	6	6	6	7	8	6	6	6	6	7	8	6	6	18.2	72.831	643	6.35E-32	14.5	13.4	15.7	18.2	14.5	14.5	1347000000	221940000	215600000	263070000	178420000	208960000	259010000
2558	YKR037C	YKR037C	>YKR037C SPC34 SGDID:S000001745, Chr XI from 511797-510910, reverse complement, Verified ORF, Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregat	1	7	7	7	7	5	5	6	4	4	7	5	5	6	4	4	7	5	5	6	4	4	22.7	34.077	295	3.25E-16	22.7	17.6	18	20.7	13.9	15.6	1900700000	228090000	278650000	351330000	206210000	267830000	568640000
2559	YKR038C;REV__YKR038C	YKR038C	>YKR038C KAE1 SGDID:S000001746, Chr XI from 513159-511999, reverse complement, Verified ORF, Highly conserved putative glycoprotease proposed to be involved in transcription as a component of the EKC protein complex with Bud32p, Cgi121p, Pcc1p, and Gon7p;	2	7	7	7	6	6	6	7	6	7	6	6	6	7	6	7	6	6	6	7	6	7	18.7	42.748	386	1.84E-76	15.8	16.3	15.8	18.7	15.8	18.7	5276600000	740260000	744120000	762490000	872900000	1074800000	1082000000
2560	YKR039W	YKR039W	>YKR039W GAP1 SGDID:S000001747, Chr XI from 515063-516871, Verified ORF, General amino acid permease; localization to the plasma membrane is regulated by nitrogen source	1	11	11	11	8	9	8	7	6	6	8	9	8	7	6	6	8	9	8	7	6	6	23.4	65.655	602	9.30E-82	19.8	20.9	15.3	14	13.1	11.6	12515000000	2095800000	2357100000	2260700000	1264600000	1876600000	2660600000
