# Nagalakshmi et al. Science 6 June 2008 DOI: 10.1126/science.1158441
# Table S4: All ORF annotations by RNA SEQ
orf	transcript.level.log2
YGL058W	5.044394119
YGL057C	2.169925001
YGL056C	2.906890596
YGL055W	7.159871337
YGL054C	8.182394353
YGL053W	NA
YGL052W	NA
YGL051W	NA
YGL050W	3.523561956
YGL049C	4
YGL048C	7.396604781
YGL047W	5.285402219
YGL045W	3
YGL044C	4.882643049
YGL043W	NA
YGL042C	NA
YGL041C-B	2.906890596
YGL041W-A	NA
YGL041C	NA
YGL040C	5.714245518
YGL039W	5.539158811
YGL038C	4.247927513
YGL037C	8.328674927
YGL036W	4.285402219
YGL035C	2.906890596
YGL034C	0
YGL033W	0
YGL032C	6.098032083
YGL031C	NA
YGL030W	11.12315143
YGL029W	5.523561956
YGL028C	6.383704292
YGL027C	5.044394119
YGL026C	7.103287808
YGL024W	NA
YGL025C	4
YGL023C	NA
YGL022W	6
YGL021W	NA
YGL020C	NA
YGL019W	4.321928095
YGL018C	2.321928095
YGL017W	4.491853096
YGL016W	3.807354922
YGL015C	4
YGL014W	5.169925001
YGL014C-A	NA
YGL013C	3.906890596
YGL012W	7.554588852
YGL011C	6.87036472
YGL010W	3
YGL009C	7.707359132
YGL008C	10.09209641
YGL007C-A	2
YGL007W	0
YGL006W-A	0
YGL006W	4.906890596
YGL005C	5.442943496
YGL004C	2.584962501
YGL003C	3.321928095
YGL002W	5.918863237
YGL001C	6.098032083
YGR001C	5.599912842
YGR002C	3.392317423
YGR003W	4.357552005
YGR004W	3.700439718
YGR005C	5.523561956
YGR006W	0
YGR007W	5.321928095
YGR008C	6.761551232
YGR009C	4.64385619
YGR010W	NA
YGR011W	NA
YGR012W	5.459431619
YGR013W	4.285402219
YGR014W	4.754887502
YGR015C	2.584962501
YGR016W	3.247927513
YGR017W	NA
YGR018C	NA
YGR019W	7.092757141
YGR020C	6.569855608
YGR021W	4.64385619
YGR023W	2.807354922
YGR022C	NA
YGR024C	6.312882955
YGR025W	NA
YGR026W	6.087462841
YGR027C	10.1692987
YGR028W	5
YGR029W	4.857980995
YGR030C	4.95419631
YGR031W	3.247927513
YGR031C-A	NA
YGR032W	3.95419631
YGR033C	3.64385619
YGR034W	11.51766939
YGR035C	4.672425342
YGR035W-A	3.754887502
YGR036C	0
YGR037C	8.802516365
YGR038W	4.247927513
YGR039W	3.392317423
YGR040W	4.321928095
YGR041W	3.807354922
YGR042W	2.807354922
YGR043C	3.459431619
YGR044C	5.475733431
YGR045C	NA
YGR046W	4.807354922
YGR047C	2.807354922
YGR048W	5.044394119
YGR049W	3.523561956
YGR050C	3.247927513
YGR051C	1
YGR052W	3.321928095
YGR053C	2.584962501
YGR054W	6.17990909
YGR055W	7.519636253
YGR056W	4.754887502
YGR057C	4.906890596
YGR058W	3.321928095
YGR059W	0
YGR060W	6.46760555
YGR061C	6.294620749
YGR062C	5.06608919
YGR064W	NA
YGR063C	4.977279923
YGR065C	NA
YGR066C	1
YGR067C	2.321928095
YGR068W-A	NA
YGR069W	2.807354922
YGR068C	1
YGR070W	2.906890596
YGR071C	3.169925001
YGR072W	3.321928095
YGR074W	NA
YGR073C	NA
YGR075C	NA
YGR076C	4.754887502
YGR077C	5.087462841
YGR078C	3.906890596
YGR079W	4
YGR080W	5.64385619
YGR081C	5.409390936
YGR082W	5.339850003
YGR083C	5.727920455
YGR084C	4.906890596
YGR085C	NA
YGR086C	8.011227255
YGR087C	-1
YGR088W	4.95419631
YGR089W	4.95419631
YGR090W	5.906890596
YGR091W	3.64385619
YGR092W	3.169925001
YGR093W	3
YGR094W	7.348728154
YGR095C	5.930737338
YGR096W	1.584962501
YGR097W	6.118941073
YGR098C	3.857980995
YGR099W	3.392317423
YGR100W	4.64385619
YGR101W	3.087462841
YGR102C	2.584962501
YGR103W	6.409390936
YGR104C	2
YGR105W	6.22881869
YGR106C	7.30833903
YGR107W	1.584962501
YGR108W	4.209453366
YGR109C	3.169925001
YGR110W	3.64385619
YGR111W	4.491853096
YGR112W	3.087462841
YGR113W	2.807354922
YGR116W	6.912889336
YGR114C	0
YGR115C	NA
YGR117C	4.523561956
YGR118W	11.33343492
YGR119C	4.781359714
YGR120C	2
YGR121C	3.459431619
YGR121W-A	1
YGR122W	3.321928095
YGR122C-A	NA
YGR123C	4.754887502
YGR124W	6.139551352
YGR125W	4.459431619
YGR126W	0
YGR127W	3.247927513
YGR128C	4.64385619
YGR129W	2.584962501
YGR130C	5.554588852
YGR131W	3.906890596
YGR132C	7.17990909
YGR133W	4.087462841
YGR134W	3.584962501
YGR135W	8.296916207
YGR136W	NA
YGR137W	6.971543554
YGR138C	6.813781191
YGR139W	0
YGR140W	1.584962501
YGR141W	4.584962501
YGR142W	9.222794903
YGR143W	3.584962501
YGR144W	0
YGR145W	3.459431619
YGR146C	5.22881869
YGR146C-A	0
YGR147C	5.209453366
YGR148C	NA
YGR149W	5.807354922
YGR150C	3.95419631
YGR151C	NA
YGR152C	NA
YGR153W	NA
YGR154C	NA
YGR155W	9.475733431
YGR156W	4.087462841
YGR157W	5.930737338
YGR158C	5.768184325
YGR160W	NA
YGR159C	6.95419631
YGR161C	5
YGR161W-C	2.807354922
YGR162W	6.95419631
YGR163W	NA
YGR164W	0
YGR165W	4.321928095
YGR166W	4.044394119
YGR167W	5.700439718
YGR168C	5.392317423
YGR169C	2.807354922
YGR169C-A	5.392317423
YGR170W	3.459431619
YGR171C	3.906890596
YGR172C	4.392317423
YGR173W	5.409390936
YGR174C	4.614709844
YGR174W-A	4.459431619
YGR175C	6.46760555
YGR176W	NA
YGR177C	NA
YGR178C	5.672425342
YGR179C	0
YGR180C	7.159871337
YGR181W	NA
YGR182C	NA
YGR183C	5.741466986
YGR184C	4
YGR185C	7.330916878
YGR186W	5.820178962
YGR187C	5.14974712
YGR188C	0
YGR189C	6.839203788
YGR191W	6.442943496
YGR190C	4.129283017
YGR192C	NA
YGR193C	5.741466986
YGR194C	4.129283017
YGR195W	3.321928095
YGR196C	3.321928095
YGR197C	4.392317423
YGR198W	4.781359714
YGR199W	4.285402219
YGR200C	5.832890014
YGR201C	4.727920455
YGR202C	5.209453366
YGR203W	3.087462841
YGR204W	7.483815777
YGR204C-A	1
YGR205W	3.321928095
YGR206W	6.022367813
YGR207C	5.741466986
YGR208W	7.703903573
YGR209C	9.378294856
YGR210C	6.607330314
YGR211W	8.294620749
YGR212W	NA
YGR213C	NA
YGR214W	9.124121312
YGR215W	5.807354922
YGR216C	5.169925001
YGR217W	4.087462841
YGR218W	4.129283017
YGR219W	NA
YGR220C	NA
YGR221C	2.584962501
YGR222W	NA
YGR223C	NA
YGR224W	1.321928095
YGR225W	NA
YGR226C	NA
YGR227W	5.14974712
YGR228W	NA
YGR229C	NA
YGR230W	1.584962501
YGR231C	6.06608919
YGR232W	NA
YGR233C	NA
YGR234W	7.991521846
YGR235C	6.055282436
YGR236C	0.584962501
YGR237C	4.321928095
YGR238C	1.584962501
YGR239C	4.977279923
YGR240C	6.400879436
YGR240C-A	3.64385619
YGR242W	2.584962501
YGR241C	NA
YGR243W	2.906890596
YGR244C	3.95419631
YGR245C	5.108524457
YGR246C	4.930737338
YGR247W	2.584962501
YGR248W	5.599912842
YGR249W	4
YGR250C	7.84862294
YGR251W	1.584962501
YGR252W	5.189824559
YGR253C	7.326429487
YGR254W	9.250298418
YGR255C	6.14974712
YGR256W	2
YGR257C	4.754887502
YGR258C	4.426264755
YGR260W	5.50779464
YGR259C	NA
YGR261C	4.672425342
YGR262C	5.044394119
YGR263C	4.247927513
YGR265W	0
YGR264C	6.483815777
YGR266W	4.64385619
YGR267C	5.930737338
YGR269W	2.321928095
YGR268C	4.64385619
YGR270W	4.087462841
YGR270C-A	NA
YGR271W	4.209453366
YGR271C-A	4
YGR273C	0
YGR274C	3.087462841
YGR275W	NA
YGR276C	NA
YGR277C	4.491853096
YGR278W	0
YGR279C	6.693486957
YGR280C	5.375039431
YGR281W	5.044394119
YGR282C	8.77807713
YGR283C	5.022367813
YGR284C	6.409390936
YGR285C	7.768184325
YGR286C	4.209453366
YGR287C	2
YGR288W	2.169925001
YGR290W	0
YGR289C	1
YGR291C	NA
YGR292W	NA
YGR294W	NA
YGR293C	NA
YGR295C	NA
YGR296W	NA
YGR296C-A	NA
YGR296C-B	NA
YHL050W-A	NA
YHL050C	NA
YHL049C	NA
YHL048C-A	NA
YHL048W	0
YHL046W-A	NA
YHL047C	4.459431619
YHL046C	NA
YHL045W	0
YHL044W	3.321928095
YHL043W	3.906890596
YHL042W	1.584962501
YHL041W	0
YHL040C	3.95419631
YHL039W	NA
YHL038C	NA
YHL037C	1.584962501
YHL036W	NA
YHL035C	NA
YHL034W-A	NA
YHL034C	NA
YHL033C	6.977279923
YHL032C	4.285402219
YHL030W-A	NA
YHL031C	5.977279923
YHL030W	4.247927513
YHL029C	2.584962501
YHL028W	2.584962501
YHL027W	5.087462841
YHL026C	3.087462841
YHL025W	4.426264755
YHL024W	1
YHL023C	3.247927513
YHL022C	2
YHL021C	6.622051819
YHL020C	4.129283017
YHL019W-A	NA
YHL019C	NA
YHL018W	0
YHL017W	3.95419631
YHL016C	3.857980995
YHL015W-A	0
YHL015W	10.78871833
YHL014C	3.754887502
YHL013C	4.882643049
YHL012W	2
YHL011C	7.082149041
YHL010C	2.807354922
YHL009C	3.857980995
YHL008C	4.491853096
YHL006W-A	4.832890014
YHL007C	5.426264755
YHL006C	3.169925001
YHL004W	4.554588852
YHL005C	NA
YHL003C	6.400879436
YHL002W	5.741466986
YHL002C-A	NA
YHL001W	7.299208018
YHR001W	4
YHR001W-A	6.569855608
YHR002W	2.321928095
YHR003C	4.209453366
YHR004C	3.459431619
YHR005C	5.491853096
YHR005C-A	7.405141463
YHR006W	4.584962501
YHR007C	7.599912842
YHR007C-A	1
YHR008C	6.129283017
YHR009C	5.475733431
YHR010W	10.89784546
YHR011W	3.321928095
YHR012W	5.209453366
YHR013C	6.442943496
YHR014W	1.584962501
YHR015W	0
YHR016C	3.523561956
YHR017W	6.044394119
YHR018C	6.592457037
YHR019C	7.471675214
YHR020W	6.87036472
YHR021C	10.21006248
YHR021W-A	NA
YHR022C	NA
YHR022C-A	0
YHR023W	2.700439718
YHR024C	4.357552005
YHR025W	6.257387843
YHR026W	6.50779464
YHR027C	5.129283017
YHR028W-A	NA
YHR028C	5.700439718
YHR029C	NA
YHR030C	6.209453366
YHR031C	3.247927513
YHR032W	4
YHR032W-A	NA
YHR032C-A	NA
YHR033W	1.807354922
YHR034C	2.807354922
YHR035W	3.321928095
YHR036W	2
YHR037W	4.906890596
YHR038W	5.209453366
YHR039C	5.491853096
YHR039C-A	7.836050355
YHR040W	5
YHR041C	4.129283017
YHR042W	6.321928095
YHR043C	6.375039431
YHR044C	3.321928095
YHR045W	4.832890014
YHR046C	5.599912842
YHR047C	6.375039431
YHR048W	1
YHR049W	NA
YHR049C-A	NA
YHR050W	5.129283017
YHR050W-A	NA
YHR051W	5.64385619
YHR052W	5.584962501
YHR052W-A	NA
YHR053C	NA
YHR054C	NA
YHR054W-A	NA
YHR055C	NA
YHR056W-A	NA
YHR056C	NA
YHR057C	4.95419631
YHR058C	3.857980995
YHR059W	4.285402219
YHR060W	5.554588852
YHR061C	3.169925001
YHR062C	4.554588852
YHR063C	5.614709844
YHR063W-A	NA
YHR064C	NA
YHR065C	4.554588852
YHR066W	5.599912842
YHR067W	3.700439718
YHR068W	8.938109326
YHR069C	4.392317423
YHR070W	NA
YHR069C-A	NA
YHR070C-A	NA
YHR071W	5.686500527
YHR072W	4.285402219
YHR071C-A	2
YHR072W-A	7.434628228
YHR073W	NA
YHR073W-A	NA
YHR073C-B	NA
YHR074W	6.108524457
YHR075C	4
YHR076W	4.754887502
YHR077C	3.754887502
YHR078W	3.523561956
YHR079C	3.584962501
YHR079C-A	0
YHR080C	4
YHR081W	5.539158811
YHR082C	5.64385619
YHR083W	6.17990909
YHR084W	3.247927513
YHR085W	3.754887502
YHR086W	4.459431619
YHR086W-A	0
YHR087W	6.813781191
YHR088W	4.857980995
YHR089C	7.199672345
YHR090C	3
YHR091C	4.087462841
YHR092C	6.108524457
YHR093W	0
YHR094C	5.727920455
YHR095W	0
YHR096C	1.584962501
YHR097C	5.022367813
YHR098C	5.044394119
YHR099W	4.491853096
YHR100C	4.357552005
YHR101C	3.247927513
YHR102W	4.584962501
YHR103W	4.523561956
YHR104W	6.209453366
YHR105W	0
YHR106W	4.357552005
YHR107C	4
YHR108W	5.64385619
YHR109W	1
YHR110W	6.022367813
YHR111W	6.651051691
YHR112C	5.108524457
YHR113W	5.794415866
YHR114W	5.426264755
YHR115C	4.614709844
YHR116W	4
YHR117W	NA
YHR118C	NA
YHR119W	3.584962501
YHR120W	3.087462841
YHR121W	5.794415866
YHR122W	4.857980995
YHR123W	4.807354922
YHR124W	2
YHR125W	0
YHR126C	0
YHR127W	4.392317423
YHR128W	7.224001674
YHR129C	3.321928095
YHR130C	2.584962501
YHR131W-A	NA
YHR131C	NA
YHR132C	5.918863237
YHR132W-A	5.672425342
YHR133C	6
YHR134W	3.700439718
YHR135C	6.14974712
YHR136C	5.169925001
YHR137W	4.247927513
YHR137C-A	NA
YHR138C	7.317412614
YHR139C	2.584962501
YHR139C-A	2.459431619
YHR140W	2.700439718
YHR141C	NA
YHR142W	4.426264755
YHR143W	8.047123912
YHR143W-A	5.794415866
YHR144C	3.906890596
YHR145C	NA
YHR146W	6.247927513
YHR147C	4.832890014
YHR148W	3.392317423
YHR149C	4.64385619
YHR150W	3.95419631
YHR151C	1.584962501
YHR152W	5.426264755
YHR153C	2
YHR154W	4.459431619
YHR155W	2.169925001
YHR156C	5.169925001
YHR157W	2.584962501
YHR158C	3.459431619
YHR159W	3.169925001
YHR160C	0
YHR161C	5.087462841
YHR162W	7.682994584
YHR163W	5.727920455
YHR164C	3.807354922
YHR165W-A	NA
YHR165C	3.087462841
YHR166C	2.584962501
YHR167W	3.169925001
YHR168W	2.321928095
YHR169W	3.95419631
YHR170W	5.539158811
YHR171W	3.459431619
YHR172W	NA
YHR173C	NA
YHR174W	11.63481105
YHR175W	3.857980995
YHR175W-A	2.459431619
YHR176W	2.584962501
YHR177W	0
YHR178W	2.906890596
YHR179W	8.440869168
YHR180W	NA
YHR180W-A	NA
YHR180C-B	NA
YHR181W	5.169925001
YHR182W	2.700439718
YHR183W	8.517669388
YHR182C-A	NA
YHR184W	2
YHR185C	1
YHR186C	3.754887502
YHR187W	NA
YHR188C	NA
YHR189W	2.700439718
YHR190W	NA
YHR191C	NA
YHR192W	NA
YHR193C	NA
YHR194W	4.523561956
YHR193C-A	NA
YHR195W	5.50779464
YHR196W	4.554588852
YHR197W	2.321928095
YHR198C	3.700439718
YHR199C	4.169925001
YHR199C-A	2.584962501
YHR200W	NA
YHR201C	NA
YHR202W	2.169925001
YHR203C	NA
YHR204W	4.554588852
YHR205W	1
YHR206W	4.491853096
YHR207C	5.285402219
YHR208W	9.528454111
YHR209W	4.044394119
YHR210C	2.321928095
YHR211W	NA
YHR212C	NA
YHR212W-A	NA
YHR213W	NA
YHR213W-A	NA
YHR213W-B	NA
YHR214W	NA
YHR214W-A	NA
YHR214C-D	NA
YHR214C-E	NA
YHR215W	NA
YHR216W	7.599912842
YHR217C	NA
YHR218W	NA
YHR218W-A	NA
YHR219W	NA
YHR219C-A	NA
YJL225W-A	NA
YJL225C	NA
YJL223C	NA
YJL222W-B	NA
YJL222W-A	NA
YJL222W	NA
YJL220W	NA
YJL221C	NA
YJL219W	0
YJL218W	4.285402219
YJL217W	6.118941073
YJL216C	3
YJL215C	0
YJL214W	1.584962501
YJL213W	3.857980995
YJL212C	5.189824559
YJL210W	2.807354922
YJL211C	0
YJL209W	2.584962501
YJL208C	3.857980995
YJL207C	3.754887502
YJL206C	2.321928095
YJL205C	4.857980995
YJL204C	4
YJL203W	NA
YJL202C	NA
YJL201W	5.409390936
YJL200C	6.129283017
YJL199C	4.209453366
YJL198W	5.209453366
YJL197W	3.64385619
YJL197C-A	NA
YJL196C	7.124121312
YJL194W	1
YJL195C	NA
YJL193W	2.807354922
YJL192C	5.523561956
YJL191W	5.727920455
YJL190C	10.28886607
YJL189W	NA
YJL188C	NA
YJL187C	1.584962501
YJL186W	5.321928095
YJL185C	2.807354922
YJL184W	5.584962501
YJL183W	NA
YJL181W	NA
YJL182C	NA
YJL180C	NA
YJL179W	5.686500527
YJL178C	3.523561956
YJL177W	8.689997971
YJL175W	NA
YJL176C	4.491853096
YJL174W	6.906890596
YJL173C	6.21916852
YJL172W	4.357552005
YJL171C	6.417852515
YJL170C	4.321928095
YJL169W	NA
YJL168C	NA
YJL167W	7.396604781
YJL166W	6.894817763
YJL165C	6.569855608
YJL164C	5.14974712
YJL163C	2.584962501
YJL162C	3.584962501
YJL161W	3.392317423
YJL160C	2.906890596
YJL159W	9.237209961
YJL158C	9.89102419
YJL157C	1.584962501
YJL156W-A	NA
YJL156C	NA
YJL155C	3.087462841
YJL154C	6.636624621
YJL153C	1
YJL152W	NA
YJL151C	NA
YJL150W	NA
YJL149W	4.129283017
YJL148W	6.857980995
YJL147C	3.754887502
YJL146W	3.169925001
YJL145W	4.554588852
YJL144W	7.124121312
YJL143W	6.584962501
YJL142C	8.301496195
YJL141C	NA
YJL140W	NA
YJL139C	NA
YJL138C	NA
YJL137C	2
YJL136W-A	1
YJL136C	NA
YJL135W	NA
YJL134W	5.539158811
YJL133C-A	4.906890596
YJL133W	5.022367813
YJL132W	3.523561956
YJL131C	4.129283017
YJL130C	5.375039431
YJL129C	3.584962501
YJL128C	5.14974712
YJL127W-A	2
YJL127C-B	6.46760555
YJL127C	2.700439718
YJL126W	4.523561956
YJL125C	4.64385619
YJL124C	5.044394119
YJL123C	6.055282436
YJL122W	4.392317423
YJL120W	1
YJL121C	6.087462841
YJL118W	3
YJL119C	NA
YJL117W	5.807354922
YJL116C	1
YJL115W	3.700439718
YJL112W	3
YJL111W	6.339850003
YJL110C	3.807354922
YJL109C	4.672425342
YJL108C	1.584962501
YJL107C	NA
YJL106W	3.321928095
YJL105W	2.700439718
YJL104W	5.569855608
YJL103C	2.584962501
YJL102W	2
YJL101C	5.64385619
YJL100W	0
YJL099W	4
YJL098W	3.700439718
YJL097W	5.539158811
YJL096W	5.727920455
YJL095W	3.64385619
YJL094C	4.459431619
YJL093C	2.906890596
YJL092W	3.700439718
YJL091C	4.523561956
YJL090C	3.700439718
YJL089W	1.584962501
YJL088W	3
YJL087C	0
YJL085W	3.169925001
YJL086C	NA
YJL084C	3.95419631
YJL083W	3
YJL082W	4.807354922
YJL081C	5.169925001
YJL080C	6.14974712
YJL079C	3.857980995
YJL078C	5.108524457
YJL077W-B	3.321928095
YJL077W-A	NA
YJL077C	3.64385619
YJL076W	NA
YJL075C	NA
YJL074C	3.392317423
YJL073W	4.209453366
YJL072C	3.906890596
YJL071W	2
YJL070C	3.169925001
YJL069C	4.523561956
YJL068C	5.409390936
YJL067W	NA
YJL066C	NA
YJL064W	NA
YJL065C	6.022367813
YJL063C	3.584962501
YJL062W-A	6.924812504
YJL062W	3.584962501
YJL061W	5.209453366
YJL060W	4.523561956
YJL059W	NA
YJL058C	NA
YJL057C	5.614709844
YJL056C	2.807354922
YJL055W	6.794415866
YJL054W	4.930737338
YJL053W	5.584962501
YJL052C-A	0
YJL052W	10.87996608
YJL051W	1
YJL050W	5.95419631
YJL049W	4.977279923
YJL048C	5.599912842
YJL047C-A	1.584962501
YJL047C	2
YJL046W	4.169925001
YJL045W	0
YJL044C	5.22881869
YJL043W	0
YJL042W	4.832890014
YJL041W	5.14974712
YJL039C	5.426264755
YJL038C	0
YJL037W	3.169925001
YJL036W	4.614709844
YJL035C	3.523561956
YJL034W	7.495855027
YJL033W	5.169925001
YJL032W	NA
YJL031C	NA
YJL030W	4.700439718
YJL029C	5.087462841
YJL028W	0
YJL027C	0
YJL026W	6.562242424
YJL026C-A	NA
YJL025W	0
YJL024C	4.554588852
YJL022W	NA
YJL023C	4.087462841
YJL020W-A	NA
YJL020C	4.285402219
YJL019W	2.807354922
YJL016W	NA
YJL015C	NA
YJL014W	7.618385502
YJL013C	4.523561956
YJL012C	5.807354922
YJL011C	3.169925001
YJL010C	4
YJL009W	NA
YJL008C	NA
YJL007C	0.584962501
YJL006C	4.64385619
YJL005W	4.977279923
YJL004C	5.807354922
YJL003W	3.700439718
YJL002C	6.491853096
YJL001W	7.948367232
YJR001W	5.22881869
YJR002W	4.906890596
YJR003C	5.614709844
YJR004C	1.584962501
YJR005W	3.169925001
YJR005C-A	0
YJR006W	3.523561956
YJR007W	7.082149041
YJR008W	5.523561956
YJR009C	NA
YJR010W	5.14974712
YJR010C-A	2
YJR011C	4.087462841
YJR013W	4.857980995
YJR012C	5.129283017
YJR014W	6.055282436
YJR015W	3.584962501
YJR016C	7.011227255
YJR018W	NA
YJR017C	4.882643049
YJR020W	NA
YJR019C	NA
YJR021C	2.321928095
YJR022W	NA
YJR023C	NA
YJR024C	NA
YJR025C	6.442943496
YJR030C	NA
YJR031C	2.807354922
YJR032W	5.22881869
YJR033C	3.906890596
YJR034W	1.807354922
YJR035W	3.169925001
YJR037W	NA
YJR036C	3.807354922
YJR039W	3.584962501
YJR038C	0
YJR040W	6.076815597
YJR041C	3.807354922
YJR042W	4.523561956
YJR043C	3.807354922
YJR044C	6.562242424
YJR045C	8.364134655
YJR046W	6.442943496
YJR047C	5.169925001
YJR048W	4.247927513
YJR049C	5.569855608
YJR050W	4.754887502
YJR051W	5.209453366
YJR052W	3.459431619
YJR053W	0
YJR054W	4.321928095
YJR055W	3.700439718
YJR056C	2.700439718
YJR057W	NA
YJR058C	NA
YJR059W	4.614709844
YJR060W	4.285402219
YJR061W	1.584962501
YJR062C	4.614709844
YJR063W	5.06608919
YJR064W	7.049848549
YJR065C	6.672425342
YJR066W	3.807354922
YJR067C	5.06608919
YJR068W	7.405141463
YJR069C	6.409390936
YJR071W	1
YJR070C	7.417852515
YJR072C	6.303780748
YJR073C	7.139551352
YJR074W	3.584962501
YJR075W	6
YJR076C	5.882643049
YJR077C	6.011227255
YJR078W	NA
YJR079W	NA
YJR080C	NA
YJR082C	5.807354922
YJR083C	3.807354922
YJR084W	4.087462841
YJR085C	7.335390355
YJR086W	NA
YJR087W	NA
YJR088C	NA
YJR089W	2.807354922
YJR090C	4.129283017
YJR091C	4.044394119
YJR092W	3.906890596
YJR093C	4.781359714
YJR094C	3
YJR094W-A	10.99506047
YJR095W	0
YJR096W	5.614709844
YJR097W	2.807354922
YJR098C	0.584962501
YJR099W	NA
YJR100C	NA
YJR101W	6.159871337
YJR102C	4.129283017
YJR103W	4.64385619
YJR104C	9.765700488
YJR105W	7.607330314
YJR106W	3
YJR107W	5.247927513
YJR108W	2.807354922
YJR109C	5.392317423
YJR110W	4.754887502
YJR111C	3
YJR112W	4.554588852
YJR112W-A	NA
YJR114W	NA
YJR113C	NA
YJR115W	4.321928095
YJR116W	3.321928095
YJR117W	6.906890596
YJR118C	4.930737338
YJR119C	2.906890596
YJR120W	7.451211112
YJR121W	6.960001932
YJR122W	2.321928095
YJR123W	9.918117851
YJR124C	3.247927513
YJR125C	7.06608919
YJR126C	4.554588852
YJR128W	1
YJR127C	5.459431619
YJR129C	4.169925001
YJR130C	4.357552005
YJR131W	0.584962501
YJR132W	3.459431619
YJR133W	5.209453366
YJR134C	4.523561956
YJR135C	2.807354922
YJR135W-A	6.022367813
YJR136C	3.807354922
YJR137C	5.857980995
YJR138W	2.459431619
YJR139C	8.645658432
YJR140W-A	NA
YJR140C	2.169925001
YJR141W	3.857980995
YJR142W	4.357552005
YJR143C	6.06608919
YJR144W	7.159871337
YJR145C	NA
YJR146W	NA
YJR147W	3.523561956
YJR148W	7.451211112
YJR149W	1
YJR150C	0
YJR151C	3.087462841
YJR151W-A	0
YJR152W	3.392317423
YJR153W	1
YJR154W	0
YJR155W	3
YJR156C	NA
YJR157W	NA
YJR158W	NA
YJR159W	NA
YJR160C	NA
YJR161C	NA
YJR162C	NA
YKL225W	NA
YKL224C	NA
YKL223W	NA
YKL222C	1
YKL221W	1.584962501
YKL220C	2.169925001
YKL219W	2.584962501
YKL218C	5.658211483
YKL217W	3.584962501
YKL216W	7.523561956
YKL215C	2.459431619
YKL214C	4.491853096
YKL213C	5.14974712
YKL212W	5.686500527
YKL211C	5.832890014
YKL210W	7.794415866
YKL209C	4.491853096
YKL208W	4.392317423
YKL207W	NA
YKL206C	NA
YKL205W	4.977279923
YKL204W	4.781359714
YKL203C	4.584962501
YKL202W	NA
YKL201C	NA
YKL198C	4.459431619
YKL197C	2.807354922
YKL196C	6.832890014
YKL195W	5.491853096
YKL194C	0
YKL193C	4
YKL192C	6.409390936
YKL191W	4.392317423
YKL190W	6.491853096
YKL189W	4.209453366
YKL188C	2.459431619
YKL187C	2.321928095
YKL186C	5.977279923
YKL185W	6.882643049
YKL184W	5.339850003
YKL183C-A	5.129283017
YKL183W	3.95419631
YKL182W	6.912889336
YKL181W	7.321928095
YKL180W	8.941047606
YKL179C	3.523561956
YKL177W	NA
YKL178C	1
YKL176C	5.658211483
YKL175W	NA
YKL174C	NA
YKL173W	4.357552005
YKL172W	5.741466986
YKL171W	2.700439718
YKL170W	NA
YKL169C	NA
YKL168C	4.459431619
YKL167C	4.209453366
YKL166C	3.169925001
YKL165C-A	NA
YKL165C	4.169925001
YKL164C	8.100662339
YKL163W	4.584962501
YKL162C-A	0
YKL162C	2
YKL161C	3.95419631
YKL160W	5.50779464
YKL159C	3.169925001
YKL157W	7.312882955
YKL156W	9.373952655
YKL156C-A	NA
YKL155C	4.392317423
YKL154W	3.321928095
YKL153W	NA
YKL152C	NA
YKL151C	5.266786541
YKL150W	6.50779464
YKL149C	4.807354922
YKL148C	4.64385619
YKL146W	4.459431619
YKL147C	0
YKL145W	7.668884984
YKL145W-A	NA
YKL144C	5.672425342
YKL143W	5.108524457
YKL142W	6.787902559
YKL141W	6
YKL140W	5.321928095
YKL139W	4.882643049
YKL138C-A	5.845490051
YKL138C	4.672425342
YKL137W	6.21916852
YKL136W	NA
YKL135C	NA
YKL134C	2.584962501
YKL133C	3.459431619
YKL131W	0.584962501
YKL132C	4.129283017
YKL130C	4.614709844
YKL129C	4.700439718
YKL128C	4
YKL127W	5.523561956
YKL126W	5.882643049
YKL125W	3.523561956
YKL124W	NA
YKL123W	NA
YKL122C	NA
YKL121W	4.044394119
YKL120W	5.942514505
YKL118W	0
YKL119C	4.977279923
YKL117W	7.86727874
YKL116C	3.321928095
YKL115C	NA
YKL114C	NA
YKL113C	3.754887502
YKL112W	NA
YKL111C	NA
YKL110C	6.357552005
YKL109W	5.894817763
YKL108W	1.584962501
YKL107W	NA
YKL106C-A	NA
YKL106W	3.247927513
YKL105C	2.321928095
YKL104C	4.930737338
YKL103C	4
YKL102C	1
YKL101W	4.321928095
YKL100W-A	NA
YKL100C	5.700439718
YKL099C	4.95419631
YKL098W	4.426264755
YKL097C	0
YKL096C-B	2.807354922
YKL096W-A	10.05392588
YKL096W	6.118941073
YKL095W	1.807354922
YKL094W	6.607330314
YKL093W	1
YKL092C	2.807354922
YKL091C	4.882643049
YKL090W	2.169925001
YKL089W	4.392317423
YKL088W	3.392317423
YKL087C	4.169925001
YKL086W	2.321928095
YKL085W	6.159871337
YKL084W	NA
YKL083W	NA
YKL082C	NA
YKL081W	8.93516505
YKL080W	8.25502857
YKL079W	4.321928095
YKL078W	2.807354922
YKL077W	6.118941073
YKL076C	6.636624621
YKL075C	NA
YKL074C	3.321928095
YKL073W	4.459431619
YKL072W	3.247927513
YKL071W	1.584962501
YKL070W	1.584962501
YKL069W	5.845490051
YKL068W-A	4.95419631
YKL068W	3.754887502
