# From http://www.ebi.ac.uk/huber-srv/actinomycinD/ , Supplementary Table 1, Antisense artifacts in transcriptome microarray experiments are resolved by actinomycin D, Fabiana Perocchi+, Zhenyu Xu+, Sandra Clauder-Münster and Lars M. Steinmetz*. Nucleic Acids Research, 26 September 2007
orf	annotation	chr	start	end	strand	actd.level	no.actd.level	sense.fold.diff	sense.overlap	asense.actd.level	asense.no.actd.level	asense.fold.diff	asense.overlap
YGR189C	Verified	7	876674	878197	-	5.003684261	4.958055397	0.045628865	3	-1.051152409	1.607951701	-2.65910411	2
YGR191W	Verified	7	880425	882236	+	3.567746677	3.444265084	0.123481592	3	-1.481115999	0.120631149	-1.601747148	2
YGR192C	Verified	7	882817	883815	-	5.97178107	5.899459103	0.072321968	3	-1.585400197	1.132971232	-2.71837143	2
YGR193C	Verified	7	884514	885746	-	2.974812171	2.689656958	0.285155213	3	-1.136176483	-0.403698589	-0.732477894	4
YGR194C	Verified	7	886078	887880	-	2.177094069	2.386316228	-0.209222159	3	-1.113689409	-0.741124688	-0.372564721	4
YGR195W	Verified	7	888887	889627	+	2.247149735	1.991860287	0.255289448	3	-1.022801725	-0.727135013	-0.295666712	4
YGR196C	Verified	7	889738	892191	-	2.222670048	1.67801295	0.544657098	3	-1.43529203	-1.069679313	-0.365612717	4
YGR197C	Verified	7	892502	894145	-	1.271433339	1.687045285	-0.415611947	3	-0.47385583	-0.620975867	0.147120037	4
YGR198W	Uncharacterized	7	894698	897151	+	2.390444997	2.402251493	-0.011806496	3	-1.641098855	-1.361749336	-0.279349519	4
YGR199W	Verified	7	897507	899786	+	2.887172367	2.833281604	0.053890763	3	-0.707796172	-0.726959139	0.019162967	4
YGR200C	Verified	7	899909	902275	-	3.628430657	3.170867732	0.457562925	3	-1.305552135	-0.390392321	-0.915159814	4
YGR201C	Uncharacterized	7	902525	903202	-	1.942458425	2.064263244	-0.121804819	3	-0.224786897	-0.36794789	0.143160994	4
YGR202C	Verified	7	903479	904753	-	2.774412934	2.425025215	0.349387719	3	-1.420832416	-0.70455368	-0.716278736	4
YGR203W	Uncharacterized	7	905242	905688	+	1.311511797	1.458028348	-0.146516551	3	0.429656176	0.410095706	0.01956047	3
YGR204C-A	Uncharacterized	7	909066	909179	-	-0.868142336	-1.027901265	0.15975893	4	2.57571	2.479663229	0.096046772	3
YGR204W	Verified	7	905939	908779	+	4.202916226	4.322073672	-0.119157446	3	-1.131746573	0.969399322	-2.101145895	2
YGR205W	Verified	7	909218	910090	+	1.88310632	2.095625806	-0.212519486	3	-1.146838513	-1.13721733	-0.009621183	4
YGR206W	Uncharacterized	7	910437	910742	+	3.073497955	2.748356866	0.325141089	3	-1.462547301	-1.627186081	0.16463878	4
YGR207C	Uncharacterized	7	910848	911633	-	2.045273757	2.322286663	-0.277012906	3	-1.562680251	-1.527384524	-0.035295727	4
YGR208W	Verified	7	911888	912817	+	3.45490497	3.460187526	-0.005282556	3	-1.486516706	-0.845742568	-0.640774139	4
YGR209C	Verified	7	912918	913232	-	4.995970629	5.050225809	-0.05425518	3	-1.336442617	-0.835809668	-0.500632949	4
YGR210C	Uncharacterized	7	913508	914743	-	3.084254334	3.015048253	0.069206081	3	-0.967109411	0.217172459	-1.18428187	2
YGR211W	Verified	7	915246	916706	+	4.009754413	3.790732188	0.219022225	3	-1.310194504	0.431182333	-1.741376837	2
YGR212W	Uncharacterized	7	917045	918451	+	1.048893413	0.798648788	0.250244625	3	-1.240519332	-1.481081452	0.24056212	4
YGR213C	Verified	7	918517	919470	-	-0.899462424	-0.869970337	-0.029492086	4	0.526718392	0.021803921	0.504914471	3
YGR214W	Verified	7	920580	921793	+	5.422166863	5.396483177	0.025683686	3	-1.47395989	-0.116579859	-1.357380031	4
YGR215W	Verified	7	922180	922512	+	3.101669233	3.198893431	-0.097224197	3	-1.302925134	-0.271125967	-1.031799168	4
YGR216C	Verified	7	922638	924467	-	3.104903421	3.046104919	0.058798502	3	-1.406868873	-0.592892099	-0.813976774	4
YGR217W	Verified	7	924699	930818	+	0.955446951	0.605341843	0.350105108	3	-1.575436241	-1.630600962	0.055164721	4
YGR218W	Verified	7	932544	935798	+	3.501557124	3.397602747	0.103954377	3	-1.497760771	-0.981066478	-0.516694293	4
YGR220C	Verified	7	936077	936886	-	2.536509545	2.424102495	0.11240705	3	-1.563722748	-1.186962636	-0.376760112	4
YGR221C	Verified	7	937127	938995	-	1.312865773	1.263610365	0.049255408	3	-0.613032093	-0.211592945	-0.401439147	4
YGR222W	Verified	7	939926	940807	+	2.652477722	2.728029257	-0.075551535	3	-1.608823923	-1.146140097	-0.462683826	4
YGR223C	Verified	7	940872	942218	-	1.822449404	1.644121572	0.178327832	3	-1.469731055	-1.083405925	-0.38632513	4
YGR224W	Verified	7	942809	944650	+	-1.257787732	-1.330250364	0.072462632	4	1.172282452	0.652215209	0.520067243	3
YGR225W	Verified	7	945148	946929	+	-1.140207248	-1.252602894	0.112395647	4	-1.604811719	-1.852939502	0.248127782	4
YGR226C	Uncharacterized	7	946404	947003	-	-1.553616601	-1.845720395	0.292103793	4	-0.741789985	-0.985220411	0.243430426	4
YGR227W	Verified	7	947422	948999	+	3.013482558	3.075509904	-0.062027347	3	-1.41812165	-0.708372538	-0.709749112	4
YGR229C	Verified	7	949384	950901	-	3.867767059	3.535178562	0.332588496	3	-1.400709523	0.069671647	-1.47038117	2
YGR230W	Verified	7	951896	952309	+	2.081329933	2.172854959	-0.091525026	3	-1.564279506	-1.212379194	-0.351900312	4
YGR231C	Verified	7	952550	953482	-	3.991283276	4.019551305	-0.028268029	3	-1.448898319	0.160222589	-1.609120908	2
YGR232W	Verified	7	953962	954648	+	2.665169428	2.857477368	-0.19230794	3	-1.456448553	-1.121118994	-0.335329559	4
YGR233C	Verified	7	954676	958212	-	2.963345618	2.188760922	0.774584696	3	-1.509509712	-1.130269469	-0.379240244	4
YGR234W	Verified	7	959907	961106	+	5.175070841	4.952895021	0.222175819	3	-1.465523371	1.006189173	-2.471712544	2
YGR235C	Uncharacterized	7	961363	962064	-	3.512510115	3.44710674	0.065403375	3	-1.462657384	-0.760560167	-0.702097218	4
YGR236C	Verified	7	962432	962821	-	-0.843929687	-1.164150792	0.320221105	4	-1.49266226	-1.624119315	0.131457054	4
YGR237C	Uncharacterized	7	963303	965660	-	1.615875295	1.496312771	0.119562523	3	-1.464581347	-1.322096942	-0.142484405	4
YGR238C	Verified	7	966044	968692	-	0.888273998	0.719093244	0.169180754	3	-1.485046168	-1.528876505	0.043830336	4
YGR239C	Verified	7	969192	970058	-	1.281069124	0.776830305	0.504238819	3	0.04541747	-0.317318574	0.362736044	1
YGR240C	Verified	7	970776	973739	-	4.770952217	4.609111758	0.161840459	3	-1.369498324	0.602041214	-1.971539537	2
YGR240C-A	Uncharacterized	7	974582	974782	-	-1.152937016	-0.713570129	-0.439366887	4	1.605651062	1.57088934	0.034761722	3
YGR241C	Verified	7	974880	976586	-	2.685266655	2.413201002	0.272065653	3	-1.274213584	-0.356766816	-0.917446768	4
YGR243W	Uncharacterized	7	977341	977781	+	1.505135361	1.667756618	-0.162621256	3	-1.440181454	-1.276476779	-0.163704675	4
YGR244C	Verified	7	978041	979324	-	3.054488602	3.210595867	-0.156107265	3	-1.167913129	-0.130516578	-1.037396551	4
YGR245C	Verified	7	979770	982073	-	3.116410704	2.517713468	0.598697236	3	-1.422160998	-1.054729013	-0.367431985	4
YGR246C	Verified	7	982487	984277	-	2.178477331	1.891851053	0.286626278	3	-1.413821004	-1.171340831	-0.242480173	4
YGR247W	Verified	7	984971	985690	+	2.149823844	2.112996688	0.036827156	3	-1.432056828	-1.215677226	-0.216379602	4
YGR248W	Verified	7	985977	986744	+	1.52425554	2.320635342	-0.796379802	3	-0.441696889	-0.254647711	-0.187049177	4
YGR249W	Verified	7	988054	989424	+	1.272650136	1.584076813	-0.311426677	3	-1.255725397	-0.825569057	-0.430156341	4
YGR250C	Uncharacterized	7	991181	993526	-	2.346036325	2.331948662	0.014087663	3	-1.458354356	-0.745264014	-0.713090342	4
YGR251W	Uncharacterized	7	995644	996234	+	2.135794997	1.501284171	0.634510826	3	-1.491048897	-1.316207975	-0.174840923	4
YGR252W	Verified	7	996874	998193	+	1.893589469	1.672672931	0.220916538	3	-0.907766165	-0.654712914	-0.253053251	4
YGR253C	Verified	7	998363	999145	-	4.261571879	4.221697442	0.039874437	3	-1.071256328	0.108989616	-1.180245943	2
YGR254W	Verified	7	1000932	1002245	+	5.496492328	5.542639499	-0.046147171	3	-1.511211609	0.688460472	-2.199672081	2
YGR255C	Verified	7	1002528	1003967	-	3.153207762	3.266954804	-0.113747042	3	-1.411095444	0.071157443	-1.482252887	2
YGR256W	Verified	7	1004630	1006108	+	-0.444231034	-0.473391633	0.029160599	4	-1.160231194	-1.353607754	0.193376559	4
YGR257C	Verified	7	1006211	1007311	-	2.893756786	2.856587598	0.037169188	3	-1.311731049	-0.339447949	-0.972283101	4
YGR258C	Verified	7	1007677	1010772	-	1.260398163	1.059660596	0.200737566	3	-1.537223388	-1.441373523	-0.095849864	4
YGR260W	Verified	7	1012491	1014095	+	3.761745865	3.763320115	-0.001574249	3	-1.266628107	0.128599017	-1.395227125	2
YGR261C	Verified	7	1014327	1016756	-	3.327165051	3.206643162	0.120521889	3	-1.53246215	-0.823864137	-0.708598013	4
YGR262C	Verified	7	1016980	1017765	-	3.089211062	3.102032948	-0.012821886	3	-1.491987326	-0.527940967	-0.96404636	4
YGR263C	Uncharacterized	7	1017973	1019247	-	2.533943224	2.452082422	0.081860802	3	-0.824607526	-0.670778993	-0.153828534	4
YGR264C	Verified	7	1019604	1021859	-	4.065733314	3.81721289	0.248520424	3	-1.422336735	-0.663869519	-0.758467216	4
YGR266W	Uncharacterized	7	1022662	1024767	+	2.129878985	2.019643378	0.110235606	3	-0.868454972	-0.819579374	-0.048875599	4
YGR267C	Verified	7	1025010	1025741	-	3.75921981	3.380799027	0.378420783	3	-1.450626599	-0.386505256	-1.064121343	4
YGR268C	Uncharacterized	7	1026063	1026659	-	2.63696802	2.635469984	0.001498036	3	-0.389295767	0.197403355	-0.586699121	2
YGR270W	Verified	7	1027376	1031515	+	2.321011203	1.93506115	0.385950053	3	-1.47276732	-1.071357458	-0.401409862	4
YGR271C-A	Uncharacterized	7	1037806	1037997	-	0.714626372	-0.24492064	0.959547012	1	-1.702948423	-1.911486235	0.208537812	4
YGR271W	Verified	7	1031797	1037700	+	1.164031753	0.790933474	0.37309828	3	-1.566734428	-1.609559671	0.042825243	4
YGR272C	Uncharacterized	7	1038048	1038506	-	2.316381724	1.700742401	0.615639323	3	-1.589020062	-1.580752562	-0.0082675	4
YGR273C	Uncharacterized	7	1038720	1039244	-	-1.527581824	-1.836349939	0.308768115	4	-1.48613427	-1.698992644	0.212858374	4
YGR274C	Verified	7	1039901	1043101	-	2.104982153	1.648636319	0.456345834	3	-1.531046412	-1.250841202	-0.28020521	4
YGR275W	Verified	7	1043282	1043755	+	2.970895696	2.792577752	0.178317944	3	-1.228749149	-0.191453723	-1.037295426	4
YGR276C	Verified	7	1043825	1045486	-	2.760969305	2.475174831	0.285794475	3	-1.390898607	-1.195457145	-0.195441462	4
YGR277C	Uncharacterized	7	1045650	1046567	-	3.368743671	3.29168894	0.077054732	3	-1.202655941	-0.118913513	-1.083742429	4
YGR278W	Verified	7	1046737	1048470	+	1.332442118	0.950165931	0.382276188	3	-1.5647048	-1.526076293	-0.038628507	4
YGR279C	Verified	7	1048804	1049964	-	5.001140206	4.947705657	0.053434549	3	-1.195658063	0.520309017	-1.71596708	2
YGR280C	Verified	7	1050916	1051731	-	2.710363371	2.293460847	0.416902524	3	-1.295434297	-0.811787024	-0.483647273	4
YGR281W	Verified	7	1052830	1057263	+	2.638106994	2.550123762	0.087983232	3	-1.473680769	-0.916247933	-0.557432836	4
YGR282C	Verified	7	1057789	1058730	-	5.110761565	5.08261041	0.028151155	3	-1.228280166	0.300864371	-1.529144537	2
YGR283C	Uncharacterized	7	1059021	1060046	-	2.244423829	1.667837871	0.576585958	3	-0.605233702	-0.542954262	-0.06227944	4
YGR284C	Verified	7	1060664	1061596	-	4.247722469	4.305044621	-0.057322152	3	-1.08280266	-0.34026801	-0.74253465	4
YGR285C	Verified	7	1061858	1063159	-	4.974739198	4.789213293	0.185525905	3	-1.258854804	1.022994391	-2.281849195	2
YGR286C	Verified	7	1063819	1064946	-	2.910857848	2.096678966	0.814178882	3	-1.498513848	-0.864274237	-0.63423961	4
YGR287C	Uncharacterized	7	1067228	1068997	-	-0.128144354	-0.330487712	0.202343358	4	-1.540284698	-1.652534761	0.112250063	4
YGR288W	Verified	7	1070299	1071720	+	2.106523788	2.051240879	0.055282909	3	-1.453037546	-1.086633401	-0.366404145	4
YGR289C	Verified	7	1073969	1075819	-	0.812073348	0.685552075	0.126521273	3	-1.564600214	-1.605102708	0.040502494	4
YGR292W	Verified	7	1076605	1078359	+	-1.317333975	-1.556444145	0.23911017	4	-1.215635042	-1.602929071	0.387294029	4
YGR294W	Uncharacterized	7	1080312	1080674	+	0.747697179	0.873820369	-0.12612319	3	0.252846095	-0.157794485	0.41064058	1
YGR295C	Verified	7	1081590	1082735	-	4.127941735	4.299256149	-0.171314414	3	-1.039529212	-0.805857782	-0.23367143	4
YGR296W	Verified	7	1084870	1090597	+	NA	NA	NA	NA	NA	NA	NA	NA
YHL001W	Verified	8	104271	105085	+	1.406068577	0.838153031	0.567915546	3	-1.512317143	-1.34965039	-0.162666753	4
YHL002W	Verified	8	102606	103964	+	2.541005709	2.283634377	0.257371332	3	-0.594307062	-0.435352272	-0.15895479	4
YHL003C	Verified	8	100643	101878	-	3.780236194	3.918532119	-0.138295924	3	-1.525435228	-0.900277381	-0.625157846	4
YHL004W	Verified	8	99214	100398	+	3.113949466	3.088115553	0.025833913	3	-1.258931697	0.168066048	-1.426997745	2
YHL006C	Uncharacterized	8	98338	98790	-	1.415692334	1.283882027	0.131810308	3	0.399717643	0.384467817	0.015249826	3
YHL007C	Verified	8	95113	97932	-	3.22733091	2.678835972	0.548494937	3	-1.247923044	-0.067867495	-1.180055548	4
YHL008C	Uncharacterized	8	92622	94505	-	2.005082105	1.713225017	0.291857087	3	-1.598690291	-1.265526615	-0.333163676	4
YHL009C	Verified	8	84063	85055	-	1.894642741	1.675517895	0.219124846	3	-1.483440996	-1.235567877	-0.247873119	4
YHL010C	Uncharacterized	8	81959	83716	-	0.53707419	0.525764006	0.011310184	3	-1.60719534	-1.637396777	0.030201436	4
YHL011C	Verified	8	80649	81611	-	4.123714346	3.789572089	0.334142257	3	-1.518801918	-0.004096502	-1.514705417	4
YHL012W	Uncharacterized	8	78931	80412	+	-1.549939848	-1.828436014	0.278496166	4	0.297675359	-0.429777781	0.72745314	1
YHL013C	Uncharacterized	8	77426	78349	-	2.194907312	1.591918468	0.602988845	3	-1.594561655	-1.49783205	-0.096729605	4
YHL014C	Verified	8	76093	77310	-	2.187598174	1.948992829	0.238605346	3	-0.168653447	-0.262095815	0.093442367	4
YHL015W	Verified	8	75408	75773	+	5.806991759	5.841489729	-0.03449797	3	-1.471012848	-0.661766082	-0.809246765	4
YHL015W-A	Uncharacterized	8	74695	74778	+	-1.281299401	-1.680247	0.398947599	4	0.053190593	-0.178876745	0.232067338	1
YHL016C	Verified	8	72033	74240	-	0.240472827	0.027244996	0.213227831	3	-0.703978468	-1.230623094	0.526644626	4
YHL017W	Uncharacterized	8	70272	71870	+	3.155953353	2.988822592	0.167130762	3	-1.516334366	-0.999287828	-0.517046538	4
YHL018W	Uncharacterized	8	69704	70066	+	1.652943884	1.319497764	0.33344612	3	-1.419288524	-1.547534302	0.128245778	4
YHL019C	Verified	8	67727	69544	-	2.0243329	1.738439098	0.285893802	3	-1.297450176	-1.022772652	-0.274677524	4
YHL020C	Verified	8	66238	67452	-	3.304332532	2.835481992	0.46885054	3	-0.98202185	0.255617088	-1.237638938	2
YHL021C	Uncharacterized	8	64458	65855	-	3.28672487	3.785878695	-0.499153825	3	-1.383437258	-0.34319027	-1.040246988	4
YHL022C	Verified	8	62958	64154	-	-1.144875363	-1.427376083	0.282500719	4	-0.769893119	-0.952466284	0.182573165	4
YHL023C	Verified	8	59120	62560	-	1.187043111	0.93823994	0.248803172	3	-0.891774711	-0.82261888	-0.069155831	4
YHL024W	Verified	8	56646	58787	+	-0.868931345	-0.650154308	-0.218777037	4	1.467781	1.141171061	0.326609939	3
YHL025W	Verified	8	54848	55846	+	3.579655128	3.179651363	0.400003765	3	-0.995352598	0.327936863	-1.323289461	2
YHL026C	Uncharacterized	8	53217	54023	-	1.305777709	1.051450707	0.254327001	3	-0.757349559	-0.825266311	0.067916751	4
YHL027W	Verified	8	51109	52986	+	2.888179399	2.705496579	0.18268282	3	-1.331696498	-0.154094701	-1.177601797	4
YHL028W	Verified	8	48761	50578	+	2.832980625	2.64821405	0.184766575	3	-1.032596364	-0.039926854	-0.99266951	4
YHL029C	Uncharacterized	8	45927	47966	-	2.569261071	2.194357619	0.374903452	3	-1.534690305	-0.926050829	-0.608639475	4
YHL030W	Verified	8	40082	45688	+	2.192584712	2.014050838	0.178533874	3	-1.551333172	-1.288748917	-0.262584254	4
YHL031C	Verified	8	38813	39484	-	3.033084651	2.966569996	0.066514655	3	-1.201918955	-0.099815486	-1.102103469	4
YHL032C	Verified	8	36377	38506	-	1.87402038	1.741700312	0.132320068	3	-1.004358223	-0.677082415	-0.327275809	4
YHL033C	Verified	8	35253	36023	-	5.153805819	5.048763985	0.105041834	3	-1.306416967	0.893539966	-2.199956933	2
YHL034C	Verified	8	33191	34075	-	4.834018495	4.58706666	0.246951835	3	-1.190051946	0.799779036	-1.989830982	2
YHL035C	Uncharacterized	8	27976	32754	-	0.801451092	0.89415068	-0.092699588	3	-1.629063851	-1.626214574	-0.002849277	4
YHL036W	Verified	8	26239	27879	+	0.094386025	0.548221553	-0.453835528	3	-1.363737663	-1.657300082	0.293562419	4
YHL038C	Verified	8	23614	25506	-	1.73504518	1.315369181	0.419675999	3	-1.281582174	-1.395683925	0.114101751	4
YHL039W	Uncharacterized	8	21780	23537	+	2.935431373	2.904463036	0.030968337	3	-1.56870591	-1.172995077	-0.395710833	4
YHL040C	Verified	8	19085	20968	-	1.554412466	1.530555702	0.023856764	3	-1.506292191	-1.421084679	-0.085207512	4
YHL042W	Uncharacterized	8	15665	16117	+	-0.248670088	-0.186325299	-0.062344789	4	-0.160618298	-0.536286657	0.375668359	4
YHL043W	Verified	8	14899	15411	+	-1.187571213	-1.275835988	0.088264774	4	1.360724203	1.117860435	0.242863767	3
YHL044W	Uncharacterized	8	13563	14270	+	1.325843902	1.46230477	-0.136460868	3	-1.570300494	-1.559648998	-0.010651496	4
YHL046C	Uncharacterized	8	11921	12283	-	0.497188846	0.061776047	0.435412799	3	-0.017615915	-0.203076663	0.185460749	4
YHL047C	Verified	8	8298	10211	-	1.546804618	1.550986298	-0.00418168	3	-1.524215795	-1.395631828	-0.128583968	4
YHL048C-A	Uncharacterized	8	5662	5796	-	-1.007365226	-0.865256337	-0.142108889	4	-1.045816384	-1.110712343	0.064895958	4
YHL048W	Verified	8	6400	7545	+	3.613953347	3.77023836	-0.156285013	3	-1.43803521	-1.067184797	-0.370850413	4
YHL049C	Uncharacterized	8	3725	4540	-	NA	NA	NA	NA	NA	NA	NA	NA
YHL050C	Uncharacterized	8	445	3310	-	3.340326278	3.141772141	0.198554137	3	-1.327815951	-0.073565312	-1.254250639	4
YHR001W	Verified	8	106049	107362	+	3.200025956	3.036589458	0.163436498	3	-1.44669493	-0.754184614	-0.692510316	4
YHR001W-A	Verified	8	107820	108116	+	3.675185518	3.843128294	-0.167942776	3	-1.51583524	-0.761090243	-0.754744997	4
YHR002W	Verified	8	108806	109879	+	0.959115627	0.864953323	0.094162304	3	-1.051683667	-1.343580742	0.291897075	4
YHR003C	Uncharacterized	8	110022	111311	-	2.654067122	2.122589029	0.531478093	3	-1.325705996	-1.064593695	-0.261112301	4
YHR004C	Verified	8	111748	113088	-	2.346865997	2.308655574	0.038210423	3	-1.552265432	-0.944426578	-0.607838854	4
YHR005C	Verified	8	113493	114911	-	-0.636719912	-0.953894732	0.31717482	4	-1.302667093	-1.613150382	0.310483289	4
YHR005C-A	Verified	8	115614	115895	-	4.939386847	5.072432897	-0.13304605	3	-1.403438106	1.007954486	-2.411392592	2
YHR006W	Verified	8	117808	119433	+	1.936372499	1.611130577	0.325241923	3	-1.367132144	-0.837759415	-0.529372729	4
YHR007C	Verified	8	120085	121677	-	4.953584976	4.886785659	0.066799317	3	-1.407602188	0.650824706	-2.058426894	2
YHR007C-A	Uncharacterized	8	122544	122759	-	-0.515489503	-0.341212307	-0.174277196	4	1.287748315	1.022973448	0.264774867	3
YHR008C	Verified	8	122883	123584	-	4.527736091	4.555017404	-0.027281313	3	-0.514450649	1.90421788	-2.418668529	2
YHR009C	Uncharacterized	8	124103	125674	-	3.72735576	3.707949158	0.019406602	3	-1.163098968	0.31056996	-1.473668928	2
YHR010W	Verified	8	126514	127485	+	2.556021355	2.013801926	0.542219429	3	-1.621324977	-1.00727645	-0.614048527	4
YHR011W	Verified	8	127773	129113	+	0.632115356	0.547319182	0.084796174	3	-0.957094084	-1.05439605	0.097301967	4
YHR012W	Verified	8	129474	130441	+	2.89161065	2.768824016	0.122786634	3	-1.438994982	-1.137570186	-0.301424796	4
YHR013C	Verified	8	130723	131439	-	2.71900854	2.587662333	0.131346207	3	-1.441380426	-0.507969316	-0.93341111	4
YHR014W	Verified	8	132039	132914	+	-1.163479599	-1.219628589	0.05614899	4	0.51040952	0.34268924	0.16772028	3
YHR015W	Verified	8	134546	136525	+	-1.052045241	-1.384019838	0.331974598	4	-1.716407305	-1.933389212	0.216981907	4
YHR016C	Verified	8	136873	138447	-	2.742294637	2.768230898	-0.02593626	3	-1.180840576	-0.393823007	-0.787017569	4
YHR017W	Verified	8	138686	139843	+	2.987647686	2.930133738	0.057513947	3	-1.302942377	-0.749515136	-0.553427241	4
YHR018C	Verified	8	140003	141394	-	4.010789036	3.224391557	0.786397478	3	-1.449852439	-0.02806898	-1.421783459	4
YHR019C	Verified	8	141886	143550	-	4.967290109	4.847022229	0.120267879	3	-1.436732824	0.903507449	-2.340240273	2
YHR020W	Uncharacterized	8	143988	146054	+	4.528859569	4.115346117	0.413513453	3	-1.317128179	0.270595272	-1.587723452	2
YHR021C	Verified	8	147863	148661	-	1.798959063	1.293771209	0.505187854	3	-1.538357164	-1.298048854	-0.24030831	4
YHR021W-A	Uncharacterized	8	149217	149672	+	-0.015776479	-0.294469111	0.278692632	4	-0.360502806	-0.767853408	0.407350601	4
YHR022C	Uncharacterized	8	149567	150337	-	-0.340092817	-0.364592924	0.024500107	4	0.832268535	0.352684985	0.47958355	3
YHR022C-A	Uncharacterized	8	151209	151298	-	0.077737174	-0.003157441	0.080894615	1	-0.084538956	-0.168499789	0.083960833	4
YHR023W	Verified	8	151658	157444	+	1.785360161	1.471279628	0.314080533	3	-1.597174957	-1.504910139	-0.092264818	4
YHR024C	Verified	8	157736	159184	-	2.775845088	2.61649081	0.159354277	3	-1.272458765	-0.70764913	-0.564809635	4
YHR025W	Verified	8	159430	160503	+	4.539409588	4.550868041	-0.011458454	3	-0.99897943	0.860701107	-1.859680537	2
YHR026W	Verified	8	160836	161477	+	4.308243796	4.571935826	-0.263692031	3	-1.433104617	0.432960034	-1.866064651	2
YHR027C	Verified	8	161722	164703	-	4.048802396	3.860825655	0.187976741	3	-1.44547117	0.020084591	-1.465555761	2
YHR028C	Verified	8	164970	167426	-	3.132510391	3.257079414	-0.124569023	3	-0.107464428	0.034478496	-0.141942924	2
YHR029C	Verified	8	167669	168553	-	2.965503842	2.702435636	0.263068206	3	-0.618204664	-0.474689872	-0.143514792	4
YHR030C	Verified	8	168882	170336	-	3.58562468	3.415276257	0.170348424	3	-1.47653958	-0.539115463	-0.937424118	4
YHR031C	Verified	8	170791	172962	-	1.165926524	0.811938039	0.353988484	3	-1.443184678	-1.533855978	0.0906713	4
YHR032W	Uncharacterized	8	173336	175081	+	3.210467296	2.885263283	0.325204013	3	-1.26911575	0.048827503	-1.317943253	2
YHR033W	Uncharacterized	8	175540	176811	+	1.321644003	1.213511443	0.10813256	3	-1.328639967	-1.01703706	-0.311602907	4
YHR034C	Verified	8	176957	177991	-	1.8696546	1.678018059	0.191636541	3	-1.198592195	-0.932319139	-0.266273057	4
YHR035W	Uncharacterized	8	178211	180103	+	0.207080083	-0.133870529	0.340950612	1	-1.328252321	-1.47895046	0.150698138	4
YHR036W	Uncharacterized	8	180337	181752	+	1.595122315	1.224606126	0.370516189	3	-1.138786526	-0.8103062	-0.328480327	4
YHR037W	Verified	8	181969	183696	+	2.735141288	2.804061573	-0.068920285	3	-1.532514814	-0.646293943	-0.886220871	4
YHR038W	Verified	8	184058	184750	+	0.9185863	0.86085756	0.05772874	3	-1.324589618	-1.409886689	0.085297072	4
YHR039C	Verified	8	184867	186801	-	4.043069374	3.996520931	0.046548443	3	-1.486753016	0.219812487	-1.706565503	2
YHR039C-A	Verified	8	187165	187671	-	2.41585623	1.984715189	0.431141041	3	-1.379765742	-1.402580106	0.022814365	4
YHR040W	Verified	8	187916	189016	+	2.589806823	1.818307336	0.771499486	3	-1.189713761	-0.917497505	-0.272216256	4
YHR041C	Verified	8	189123	189856	-	2.407442061	2.501349438	-0.093907377	3	0.040395285	0.398674364	-0.358279079	3
YHR042W	Verified	8	190535	192610	+	3.813353724	3.670279626	0.143074098	3	-1.34059329	0.285893189	-1.626486479	2
YHR043C	Verified	8	192797	193537	-	2.683562948	2.602007672	0.081555276	3	-1.585383007	-1.400424151	-0.184958856	4
YHR044C	Verified	8	194060	194800	-	1.192808447	1.030383544	0.162424903	3	-1.575554758	-1.631887934	0.056333176	4
YHR045W	Uncharacterized	8	195543	197225	+	3.261982128	3.085846212	0.176135916	3	-1.436842156	-0.663765968	-0.773076189	4
YHR046C	Verified	8	197390	198277	-	2.887323681	2.627949544	0.259374137	3	-0.950749653	-0.664548101	-0.286201551	4
YHR047C	Verified	8	198732	201302	-	3.087250598	2.980164282	0.107086316	3	-1.459668886	-0.955601103	-0.504067783	4
YHR048W	Uncharacterized	8	204599	206143	+	1.474877482	0.83100449	0.643872992	3	0.59370782	0.373098253	0.220609567	3
YHR049W	Verified	8	206454	207185	+	3.822748187	3.713208867	0.10953932	3	0.295091843	0.848414734	-0.553322891	3
YHR050W	Verified	8	207647	209296	+	3.257075904	3.294378774	-0.03730287	3	-1.315844515	-0.174435651	-1.141408863	4
YHR050W-A	Uncharacterized	8	209468	209638	+	2.11065866	2.389355244	-0.278696583	3	-1.466589428	-1.573701789	0.107112362	4
YHR051W	Verified	8	209698	210144	+	3.977580499	3.893143576	0.084436923	3	-1.205843371	-0.934230172	-0.2716132	4
YHR052W	Verified	8	210841	211971	+	3.134475181	2.857954126	0.276521056	3	-1.615081065	-1.506051758	-0.109029307	4
YHR053C	Verified	8	212536	212721	-	NA	NA	NA	NA	NA	NA	NA	NA
YHR054C	Uncharacterized	8	213186	214250	-	NA	NA	NA	NA	NA	NA	NA	NA
YHR055C	Verified	8	214534	214719	-	NA	NA	NA	NA	NA	NA	NA	NA
YHR056C	Verified	8	215184	217835	-	2.490813595	2.346133799	0.144679796	3	-1.430369224	-1.094069348	-0.336299877	4
YHR057C	Verified	8	218227	218844	-	3.543736004	3.421840084	0.12189592	3	-0.759556304	-0.213750519	-0.545805784	4
YHR058C	Verified	8	218998	219885	-	2.39405821	1.995785107	0.398273103	3	-1.236021814	-0.961382589	-0.274639225	4
YHR059W	Verified	8	220109	220501	+	2.239856818	2.33783168	-0.097974861	3	-1.358336622	-1.189477165	-0.168859457	4
